Customer Number,DC,UPC,ItemNumber,Quantity,PO Number (Optional),Department (Optional),Aisle Number (Optional)
130123,01,070227502113,,,,,
130123,01,078487462727,,,,,
130123,01,855971002252,,,,,
130123,01,855987003373,,,,,
130123,01,856063007261,,,,,
130123,01,856069005308,,,,,
130123,01,856069005018,,,,,
130123,01,853522000726,,,,,
130123,01,853522000719,,,,,
130123,01,856069005049,,,,,
130123,01,856069005094,,,,,
130123,01,738985271831,,,,,
130123,01,856069005353,,,,,
130123,01,856069005223,,,,,
130123,01,856069005766,,,,,
130123,01,853522000184,,,,,
130123,01,853471004745,,,,,
130123,01,856069005407,,,,,
130123,01,856088003170,,,,,
130123,01,853522000191,,,,,
130123,01,894410001258,,,,,
130123,01,856072004435,,,,,
130123,01,856069005476,,,,,
130123,01,856082007624,,,,,
130123,01,856089004046,,,,,
130123,01,856168004370,,,,,
130123,01,073490132285,,,,,
130123,01,856293003859,,,,,
130123,01,041641101183,,,,,
130123,01,856369004926,,,,,
130123,01,852131008109,,,,,
130123,01,856463002422,,,,,
130123,01,856463002446,,,,,
130123,01,856481003012,,,,,
130123,01,856492007467,,,,,
130123,01,856481003043,,,,,
130123,01,851724008489,,,,,
130123,01,853555006870,,,,,
130123,01,856544008961,,,,,
130123,01,856544008862,,,,,
130123,01,853610003356,,,,,
130123,01,073621000872,,,,,
130123,01,856651002104,,,,,
130123,01,856645008334,,,,,
130123,01,856651002074,,,,,
130123,01,070303022290,,,,,
130123,01,010904402404,,,,,
130123,01,856663004578,,,,,
130123,01,856663004714,,,,,
130123,01,073935627246,,,,,
130123,01,856716008157,,,,,
130123,01,856716008201,,,,,
130123,01,853687004201,,,,,
130123,01,853687004041,,,,,
130123,01,856716008171,,,,,
130123,01,853672002731,,,,,
130123,01,732913137206,,,,,
130123,01,856769006483,,,,,
130123,01,856745005493,,,,,
130123,01,856769006124,,,,,
130123,01,856769006599,,,,,
130123,01,856802008016,,,,,
130123,01,732913450626,,,,,
130123,01,855995003037,,,,,
130123,01,070227500522,,,,,
130123,01,074265005582,,,,,
130123,01,856818008123,,,,,
130123,01,074235284511,,,,,
130123,01,853687004386,,,,,
130123,01,856885201021,,,,,
130123,01,856885201830,,,,,
130123,01,856885201069,,,,,
130123,01,856885200130,,,,,
130123,01,856885200802,,,,,
130123,01,856885200390,,,,,
130123,01,732913449828,,,,,
130123,01,856932007309,,,,,
130123,01,856932007309,,,,,
130123,01,856932007347,,,,,
130123,01,856932007347,,,,,
130123,01,074880070347,,,,,
130123,01,856932007217,,,,,
130123,01,856932007217,,,,,
130123,01,036104960643,,,,,
130123,01,041798001770,,,,,
130123,01,856932007323,,,,,
130123,01,853787005481,,,,,
130123,01,853807005200,,,,,
130123,01,853794008604,,,,,
130123,01,813724024784,,,,,
130123,01,816274020008,,,,,
130123,01,857063002263,,,,,
130123,01,857063002003,,,,,
130123,01,853787005849,,,,,
130123,01,857063002669,,,,,
130123,01,732913450664,,,,,
130123,01,052603283854,,,,,
130123,01,857063002607,,,,,
130123,01,853787005917,,,,,
130123,01,857063002430,,,,,
130123,01,857161008464,,,,,
130123,01,853794008086,,,,,
130123,01,054319000015,,,,,
130123,01,853883003022,,,,,
130123,01,732913229819,,,,,
130123,01,732913447138,,,,,
130123,01,027917001135,,,,,
130123,01,857183005007,,,,,
130123,01,857183005342,,,,,
130123,01,857183005021,,,,,
130123,01,732913450831,,,,,
130123,01,853903006019,,,,,
130123,01,853903006002,,,,,
130123,01,857190000071,,,,,
130123,01,857190000194,,,,,
130123,01,857188004074,,,,,
130123,01,857220006875,,,,,
130123,01,857287004296,,,,,
130123,01,851329008181,,,,,
130123,01,857287004203,,,,,
130123,01,732913228188,,,,,
130123,01,074333474289,,,,,
130123,01,857287004593,,,,,
130123,01,857287004456,,,,,
130123,01,857360004939,,,,,
130123,01,853894007033,,,,,
130123,01,857290006386,,,,,
130123,01,850015941009,,,,,
130123,01,857290006270,,,,,
130123,01,856168004363,,,,,
130123,01,857360004403,,,,,
130123,01,857360004274,,,,,
130123,01,857360004427,,,,,
130123,01,853894007002,,,,,
130123,01,856168004639,,,,,
130123,01,857468006149,,,,,
130123,01,857549004460,,,,,
130123,01,732913221714,,,,,
130123,01,076406020218,,,,,
130123,01,857554005322,,,,,
130123,01,857584005002,,,,,
130123,01,733636001034,,,,,
130123,01,857554005100,,,,,
130123,01,074401760337,,,,,
130123,01,857597003446,,,,,
130123,01,857584005101,,,,,
130123,01,076479755086,,,,,
130123,01,854014002488,,,,,
130123,01,055653000600,,,,,
130123,01,857597003255,,,,,
130123,01,850017116023,,,,,
130123,01,858438003854,,,,,
130123,01,074401760320,,,,,
130123,01,857727004091,,,,,
130123,01,857690008379,,,,,
130123,01,857724008115,,,,,
130123,01,857690008362,,,,,
130123,01,027271115288,,,,,
130123,01,857682003870,,,,,
130123,01,055653688006,,,,,
130123,01,858812007614,,,,,
130123,01,857777004690,,,,,
130123,01,854049002477,,,,,
130123,01,854049002064,,,,,
130123,01,072981001086,,,,,
130123,01,055653602088,,,,,
130123,01,075127001216,,,,,
130123,01,857873008769,,,,,
130123,01,857873008400,,,,,
130123,01,075128000126,,,,,
130123,01,854080006014,,,,,
130123,01,854092006576,,,,,
130123,01,854092006538,,,,,
130123,01,854097008339,,,,,
130123,01,070292158444,,,,,
130123,01,857916006691,,,,,
130123,01,854126004134,,,,,
130123,01,854126008019,,,,,
130123,01,854183006270,,,,,
130123,01,854137000507,,,,,
130123,01,854210008338,,,,,
130123,01,854210008321,,,,,
130123,01,858030008073,,,,,
130123,01,858034006488,,,,,
130123,01,858034006310,,,,,
130123,01,858034006457,,,,,
130123,01,858034006303,,,,,
130123,01,858034006174,,,,,
130123,01,858034006907,,,,,
130123,01,858034006938,,,,,
130123,01,851166007033,,,,,
130123,01,858089003159,,,,,
130123,01,899055001281,,,,,
130123,01,732913137336,,,,,
130123,01,732913137329,,,,,
130123,01,858102004101,,,,,
130123,01,854323007075,,,,,
130123,01,854323007068,,,,,
130123,01,858102004026,,,,,
130123,01,854285000831,,,,,
130123,01,858102004200,,,,,
130123,01,858148003113,,,,,
130123,01,854262003329,,,,,
130123,01,070670007289,,,,,
130123,01,858148003083,,,,,
130123,01,070670008033,,,,,
130123,01,858148003106,,,,,
130123,01,854285000862,,,,,
130123,01,858159002365,,,,,
130123,01,070328820536,,,,,
130123,01,039978108944,,,,,
130123,01,854262003602,,,,,
130123,01,070670011101,,,,,
130123,01,070670011101,,,,,
130123,01,858159002143,,,,,
130123,01,854735005904,,,,,
130123,01,854262003350,,,,,
130123,01,028000333171,,,,,
130123,01,732913228102,,,,,
130123,01,074683005935,,,,,
130123,01,854420003277,,,,,
130123,01,854410004963,,,,,
130123,01,858195003302,,,,,
130123,01,810979004295,,,,,
130123,01,858195003081,,,,,
130123,01,810979006183,,,,,
130123,01,899524002702,,,,,
130123,01,854420003284,,,,,
130123,01,858195003319,,,,,
130123,01,732913228270,,,,,
130123,01,858195003074,,,,,
130123,01,858195003012,,,,,
130123,01,732913450633,,,,,
130123,01,074683005942,,,,,
130123,01,858293002436,,,,,
130123,01,858293002436,,,,,
130123,01,858313006208,,,,,
130123,01,074683099798,,,,,
130123,01,074683293646,,,,,
130123,01,738985277291,,,,,
130123,01,058449770206,,,,,
130123,01,858644006632,,,,,
130123,01,716123128490,,,,,
130123,01,716123128483,,,,,
130123,01,858293002405,,,,,
130123,01,858293002382,,,,,
130123,01,716123128506,,,,,
130123,01,858344005430,,,,,
130123,01,858358006027,,,,,
130123,01,851356004804,,,,,
130123,01,058449590729,,,,,
130123,01,858652007072,,,,,
130123,01,858841006213,,,,,
130123,01,858847000284,,,,,
130123,01,013609020492,,,,,
130123,01,075128000164,,,,,
130123,01,858847000321,,,,,
130123,01,013609016471,,,,,
130123,01,036104112851,,,,,
130123,01,854488008887,,,,,
130123,01,858847000505,,,,,
130123,01,075127013073,,,,,
130123,01,013609001101,,,,,
130123,01,070655950302,,,,,
130123,01,854598005219,,,,,
130123,01,858847000840,,,,,
130123,01,858847000710,,,,,
130123,01,075182049741,,,,,
130123,01,013609017218,,,,,
130123,01,075182034198,,,,,
130123,01,851337005424,,,,,
130123,01,858944005007,,,,,
130123,01,019521550444,,,,,
130123,01,858996005048,,,,,
130123,01,075182090125,,,,,
130123,01,075127001254,,,,,
130123,01,075182034211,,,,,
130123,01,075182098237,,,,,
130123,01,075251033190,,,,,
130123,01,859154005016,,,,,
130123,01,075251033183,,,,,
130123,01,859139006045,,,,,
130123,01,058449890072,,,,,
130123,01,075370001223,,,,,
130123,01,075251033206,,,,,
130123,01,070281000211,,,,,
130123,01,089836183057,,,,,
130123,01,040232534317,,,,,
130123,01,859238005673,,,,,
130123,01,077901003805,,,,,
130123,01,859401007060,,,,,
130123,01,859453005168,,,,,
130123,01,075370002008,,,,,
130123,01,859480006084,,,,,
130123,01,855740007082,,,,,
130123,01,859480006404,,,,,
130123,01,859453005854,,,,,
130123,01,859480006015,,,,,
130123,01,859539007000,,,,,
130123,01,075370005009,,,,,
130123,01,077420100474,,,,,
130123,01,075370005030,,,,,
130123,01,075370111113,,,,,
130123,01,075669100088,,,,,
130123,01,859480006749,,,,,
130123,01,854803005393,,,,,
130123,01,859543007003,,,,,
130123,01,855694006308,,,,,
130123,01,854803005072,,,,,
130123,01,859543007027,,,,,
130123,01,075370009038,,,,,
130123,01,070718001170,,,,,
130123,01,070227605135,,,,,
130123,01,859543007287,,,,,
130123,01,075370007041,,,,,
130123,01,854803005270,,,,,
130123,01,859594006376,,,,,
130123,01,859594006406,,,,,
130123,01,075656003729,,,,,
130123,01,855367005164,,,,,
130123,01,075669197316,,,,,
130123,01,851724008472,,,,,
130123,01,859686004174,,,,,
130123,01,075669117529,,,,,
130123,01,075669123216,,,,,
130123,01,075669176038,,,,,
130123,01,075669197309,,,,,
130123,01,038101000445,,,,,
130123,01,075669102808,,,,,
130123,01,075669121625,,,,,
130123,01,716123128216,,,,,
130123,01,716123128711,,,,,
130123,01,075669115143,,,,,
130123,01,075669115518,,,,,
130123,01,061998647417,,,,,
130123,01,061998648001,,,,,
130123,01,075669115525,,,,,
130123,01,075669175024,,,,,
130123,01,859888000097,,,,,
130123,01,859806003841,,,,,
130123,01,075669109371,,,,,
130123,01,075669115532,,,,,
130123,01,075669110117,,,,,
130123,01,075669109357,,,,,
130123,01,070844004014,,,,,
130123,01,075669115105,,,,,
130123,01,859975002188,,,,,
130123,01,854934004852,,,,,
130123,01,075669102204,,,,,
130123,01,859975002034,,,,,
130123,01,859975002034,,,,,
130123,01,075669105625,,,,,
130123,01,854858001098,,,,,
130123,01,075669106424,,,,,
130123,01,855433008235,,,,,
130123,01,859975002065,,,,,
130123,01,859975002065,,,,,
130123,01,859975002461,,,,,
130123,01,859975002430,,,,,
130123,01,016055456846,,,,,
130123,01,859975002294,,,,,
130123,01,016055456730,,,,,
130123,01,854934007204,,,,,
130123,01,859994006495,,,,,
130123,01,859994006709,,,,,
130123,01,063517877145,,,,,
130123,01,859975020229,,,,,
130123,01,859975020069,,,,,
130123,01,063517877152,,,,,
130123,01,860000268738,,,,,
130123,01,854936003730,,,,,
130123,01,046015167987,,,,,
130123,01,860000268721,,,,,
130123,01,860000023917,,,,,
130123,01,850687110758,,,,,
130123,01,860000358538,,,,,
130123,01,852333008259,,,,,
130123,01,068116103367,,,,,
130123,01,065776631537,,,,,
130123,01,860001239959,,,,,
130123,01,860000899208,,,,,
130123,01,854936003136,,,,,
130123,01,860001317213,,,,,
130123,01,854936003129,,,,,
130123,01,860001336016,,,,,
130123,01,076290005599,,,,,
130123,01,854936003044,,,,,
130123,01,855019000318,,,,,
130123,01,065776631513,,,,,
130123,01,854946007315,,,,,
130123,01,076320000365,,,,,
130123,01,070281000273,,,,,
130123,01,860002151908,,,,,
130123,01,860002151984,,,,,
130123,01,855019004026,,,,,
130123,01,860002151946,,,,,
130123,01,860002293417,,,,,
130123,01,851724008458,,,,,
130123,01,076344891109,,,,,
130123,01,860002341743,,,,,
130123,01,860002601229,,,,,
130123,01,706954923883,,,,,
130123,01,076132112010,,,,,
130123,01,855088005245,,,,,
130123,01,860002989105,,,,,
130123,01,860002989112,,,,,
130123,01,860002854007,,,,,
130123,01,860003774816,,,,,
130123,01,068116103756,,,,,
130123,01,860003802656,,,,,
130123,01,860003649718,,,,,
130123,01,068116105668,,,,,
130123,01,860003802663,,,,,
130123,01,860003619315,,,,,
130123,01,860003802649,,,,,
130123,01,860003821343,,,,,
130123,01,860003883921,,,,,
130123,01,076397005072,,,,,
130123,01,069276102474,,,,,
130123,01,077420211170,,,,,
130123,01,744160200619,,,,,
130123,01,069276102467,,,,,
130123,01,076397004129,,,,,
130123,01,071072801482,,,,,
130123,01,076397004082,,,,,
130123,01,744160200459,,,,,
130123,01,076397030029,,,,,
130123,01,069276070353,,,,,
130123,01,011368002384,,,,,
130123,01,070796800054,,,,,
130123,01,860004946519,,,,,
130123,01,076397006079,,,,,
130123,01,076397002125,,,,,
130123,01,076397032009,,,,,
130123,01,076397002071,,,,,
130123,01,860005216642,,,,,
130123,01,076397031507,,,,,
130123,01,076406020232,,,,,
130123,01,860006000318,,,,,
130123,01,744160200442,,,,,
130123,01,860006000332,,,,,
130123,01,860005971602,,,,,
130123,01,860006000301,,,,,
130123,01,076479643123,,,,,
130123,01,069276020037,,,,,
130123,01,860006905934,,,,,
130123,01,860007318160,,,,,
130123,01,855099007047,,,,,
130123,01,086700202609,,,,,
130123,01,851770007375,,,,,
130123,01,855103006080,,,,,
130123,01,038101082502,,,,,
130123,01,860168000478,,,,,
130123,01,860479001591,,,,,
130123,01,860479001522,,,,,
130123,01,860955000308,,,,,
130123,01,860997002605,,,,,
130123,01,077420401052,,,,,
130123,01,070177154240,,,,,
130123,01,077420350022,,,,,
130123,01,077420211255,,,,,
130123,01,860547000051,,,,,
130123,01,070177154196,,,,,
130123,01,070177154226,,,,,
130123,01,860547000068,,,,,
130123,01,744160200428,,,,,
130123,01,861342000185,,,,,
130123,01,861080000317,,,,,
130123,01,855103006141,,,,,
130123,01,070177154127,,,,,
130123,01,850732006043,,,,,
130123,01,070177050740,,,,,
130123,01,070281000280,,,,,
130123,01,732913137312,,,,,
130123,01,070177067779,,,,,
130123,01,855140002687,,,,,
130123,01,070177171674,,,,,
130123,01,070177225056,,,,,
130123,01,862871000325,,,,,
130123,01,070177175405,,,,,
130123,01,813121021324,,,,,
130123,01,077034084870,,,,,
130123,01,070177177942,,,,,
130123,01,077034084498,,,,,
130123,01,855616007079,,,,,
130123,01,070177515393,,,,,
130123,01,863765000001,,,,,
130123,01,855188003011,,,,,
130123,01,863699000108,,,,,
130123,01,855188003974,,,,,
130123,01,070177229320,,,,,
130123,01,070177267582,,,,,
130123,01,855204006132,,,,,
130123,01,077208003386,,,,,
130123,01,855146008089,,,,,
130123,01,027271112287,,,,,
130123,01,070234004150,,,,,
130123,01,865053000489,,,,,
130123,01,855616007086,,,,,
130123,01,070177229337,,,,,
130123,01,865390000111,,,,,
130123,01,041224750661,,,,,
130123,01,865336000021,,,,,
130123,01,855694004731,,,,,
130123,01,070200630352,,,,,
130123,01,070200630161,,,,,
130123,01,866515000375,,,,,
130123,01,077186740037,,,,,
130123,01,077319107089,,,,,
130123,01,867518000027,,,,,
130123,01,867657000087,,,,,
130123,01,867741000276,,,,,
130123,01,023402087158,,,,,
130123,01,867624000218,,,,,
130123,01,077420414083,,,,,
130123,01,868391000319,,,,,
130123,01,868372000284,,,,,
130123,01,855232007804,,,,,
130123,01,868361000325,,,,,
130123,01,868361000301,,,,,
130123,01,868372000208,,,,,
130123,01,855232007347,,,,,
130123,01,855232007408,,,,,
130123,01,869156000308,,,,,
130123,01,077544527409,,,,,
130123,01,855232007330,,,,,
130123,01,855336004600,,,,,
130123,01,870001002583,,,,,
130123,01,870001002569,,,,,
130123,01,871459001395,,,,,
130123,01,871459000206,,,,,
130123,01,871459000138,,,,,
130123,01,871459000169,,,,,
130123,01,871459000237,,,,,
130123,01,070227500638,,,,,
130123,01,871459000213,,,,,
130123,01,871459001340,,,,,
130123,01,871459001821,,,,,
130123,01,070200831582,,,,,
130123,01,871459002033,,,,,
130123,01,871459002057,,,,,
130123,01,071072001301,,,,,
130123,01,871459002026,,,,,
130123,01,044989001184,,,,,
130123,01,070227501659,,,,,
130123,01,077544181557,,,,,
130123,01,873024001328,,,,,
130123,01,070227500065,,,,,
130123,01,873204001551,,,,,
130123,01,874492004200,,,,,
130123,01,873562000289,,,,,
130123,01,874492003210,,,,,
130123,01,851562008412,,,,,
130123,01,072058617257,,,,,
130123,01,077420404602,,,,,
130123,01,077420404626,,,,,
130123,01,877977000209,,,,,
130123,01,077420409317,,,,,
130123,01,071072013625,,,,,
130123,01,813121021287,,,,,
130123,01,855616007642,,,,,
130123,01,070734053283,,,,,
130123,01,077420414335,,,,,
130123,01,070281000297,,,,,
130123,01,077544789302,,,,,
130123,01,879890002551,,,,,
130123,01,879890002155,,,,,
130123,01,879890002018,,,,,
130123,01,077718920562,,,,,
130123,01,879890001950,,,,,
130123,01,855694004410,,,,,
130123,01,894077002582,,,,,
130123,01,617633619853,,,,,
130123,01,881964000189,,,,,
130123,01,855643006052,,,,,
130123,01,881964000042,,,,,
130123,01,855740007068,,,,,
130123,01,882990151517,,,,,
130123,01,855740007037,,,,,
130123,01,883978063754,,,,,
130123,01,886817000675,,,,,
130123,01,070475870019,,,,,
130123,01,078314500028,,,,,
130123,01,070491060241,,,,,
130123,01,078487462741,,,,,
130123,01,888000147501,,,,,
130123,01,888002994226,,,,,
130123,01,070844500585,,,,,
130123,01,070491212329,,,,,
130123,01,021882002623,,,,,
130123,01,070475870026,,,,,
130123,01,070491351073,,,,,
130123,01,855772001027,,,,,
130123,01,070491226005,,,,,
130123,01,888003579477,,,,,
130123,01,888003657830,,,,,
130123,01,748252505859,,,,,
130123,01,078314012200,,,,,
130123,01,888003798830,,,,,
130123,01,078342017574,,,,,
130123,01,888003798915,,,,,
130123,01,888003798182,,,,,
130123,01,710342000889,,,,,
130123,01,070568500304,,,,,
130123,01,888003931534,,,,,
130123,01,021908455518,,,,,
130123,01,070491350076,,,,,
130123,01,888003931466,,,,,
130123,01,888003931466,,,,,
130123,01,888003931169,,,,,
130123,01,888003931169,,,,,
130123,01,888003927797,,,,,
130123,01,888003927797,,,,,
130123,01,041308000279,,,,,
130123,01,818390018808,,,,,
130123,01,856544008534,,,,,
